text,left_pixels,top_pixels,width_pixels,height_pixels,page
AO ,57,125,33,23,0
93C ,97,125,38,23,0
(,148,125,7,23,0
08/18,155,125,50,23,0
) ,206,125,8,23,0
Warrant ,225,125,76,23,0
by ,306,125,24,23,0
Telephone ,335,125,97,23,0
or ,439,125,19,23,0
Other ,463,125,52,23,0
Reliable ,521,125,76,23,0
Electronic ,603,125,94,23,0
"Means
",703,125,62,23,0
To,54,710,38,21,0
":
",92,710,7,21,0
"Original
",1022,109,109,31,0
UNITED ,497,202,175,42,0
STATES ,687,202,170,41,0
DISTRICT ,870,202,215,41,0
"COURT
",1099,202,158,41,0
In ,243,402,28,23,0
the ,278,402,40,23,0
Matter ,323,402,88,23,0
of ,418,402,29,23,0
the ,452,402,38,23,0
Search ,500,402,83,23,0
"of
",593,402,30,23,0
(,198,444,14,25,0
Briefly ,204,443,74,25,0
describe ,284,443,87,25,0
the ,379,443,31,25,0
property ,415,443,92,25,0
to ,514,443,18,25,0
be ,539,443,25,25,0
"searched
",570,443,95,25,0
or ,207,473,21,25,0
identify ,236,473,77,24,0
the ,320,473,31,24,0
person ,356,473,72,24,0
by ,435,473,24,24,0
name ,467,473,55,24,0
and ,529,473,40,24,0
address,575,473,79,24,0
")
",654,473,9,24,0
for ,836,274,45,22,0
"the
",877,274,43,21,0
Eastern ,689,322,96,25,0
District ,792,322,96,24,0
of ,897,322,29,24,0
"Wisconsin
",929,322,133,24,0
Email ,139,506,65,27,0
content ,210,506,82,26,0
for ,300,506,30,26,0
clewis8425@gmail.com,335,506,265,26,0
", ",603,506,3,26,0
an ,615,506,27,26,0
"account
",650,506,87,26,0
controlled ,92,537,109,26,0
by ,207,537,27,25,0
Google,241,537,81,25,0
", ",323,537,5,25,0
LLC ,337,537,45,25,0
that ,389,537,42,25,0
is ,439,537,17,25,0
stored ,464,537,69,25,0
at ,541,537,20,25,0
premises ,569,537,101,25,0
"controlled
",678,537,108,25,0
by ,142,565,27,26,0
Google ,175,565,81,25,0
LLC,264,565,45,25,0
", ",311,565,4,25,0
headquartered ,325,565,163,25,0
at ,495,565,22,25,0
1600 ,525,565,54,25,0
"Amphitheatre
",585,565,150,25,0
Parkway,197,595,95,26,0
", ",294,595,2,25,0
Mountain ,305,595,104,25,0
View,416,595,56,25,0
", ",472,595,4,25,0
California,486,595,105,25,0
", ",593,595,3,25,0
94043,605,595,70,25,0
".
",677,595,4,25,0
"CLEROS
",1327,109,154,30,0
"TISTRICT
",1328,167,37,98,0
OR ,1420,103,30,18,0
THE ,1448,97,43,30,0
CAR ,1492,105,80,57,0
"CE
",1557,109,57,48,0
A ,1387,154,23,16,0
TRUE ,1410,154,58,16,0
"COPY
",1473,154,62,16,0
Nov ,1395,193,43,22,0
23,1443,193,23,21,0
", ",1467,193,5,21,0
"2021
",1479,193,46,21,0
s,1427,253,8,16,0
/,1435,253,9,16,0
"JDH
",1450,253,48,16,0
DISTRICT ,1561,175,31,82,0
"OF
",1555,261,27,29,0
SMSW ,1337,262,63,66,0
Clerk,1393,311,46,16,0
", ",1438,321,3,5,0
U.S. ,1446,312,32,14,0
District ,1478,306,64,25,0
"Court
",1543,309,46,18,0
Easter ,1346,330,56,22,0
"District
",1410,333,60,15,0
of ,1475,334,15,13,0
"Wisconsin
",1491,334,84,13,0
")
",864,404,24,28,0
")
",867,441,17,29,0
")
",866,479,21,26,0
")
",866,513,19,27,0
Case ,950,472,59,67,0
No. ,1014,472,49,67,0
21,1091,472,61,67,0
-,1169,472,16,67,0
M,1192,472,51,67,0
-,1251,472,17,67,0
530 ,1271,472,112,67,0
(,1406,472,19,67,0
SCD,1428,472,142,67,0
")
",1573,472,19,67,0
")
",865,551,22,28,0
")
",867,585,18,31,0
WARRANT ,236,647,194,28,0
BY ,441,647,50,27,0
TELEPHONE ,502,647,228,27,0
OR ,743,647,54,27,0
OTHER ,808,647,134,27,0
RELIABLE ,951,647,189,27,0
ELECTRONIC ,1154,647,246,27,0
"MEANS
",1413,647,132,27,0
Any ,159,708,55,30,0
authorized ,224,708,132,29,0
law ,364,708,45,29,0
enforcement ,418,708,157,29,0
"officer
",585,708,82,29,0
District ,1043,802,99,21,0
"of
",1150,802,29,20,0
An ,159,764,38,31,0
application ,206,764,140,30,0
by ,353,764,33,30,0
a ,395,764,14,30,0
federal ,417,764,86,30,0
law ,512,764,45,30,0
enforcement ,565,764,158,30,0
officer ,732,764,84,30,0
or ,824,764,25,30,0
an ,858,764,28,30,0
attorney ,896,764,103,30,0
for ,1008,764,35,30,0
the ,1052,764,38,30,0
government ,1098,764,151,30,0
requests ,1257,764,102,30,0
the ,1367,764,38,30,0
search ,1416,764,79,30,0
and ,1504,764,45,30,0
"seizure
",1558,764,88,30,0
of ,59,800,26,32,0
the ,91,800,37,31,0
following ,139,800,119,31,0
person ,268,800,84,31,0
or ,361,800,25,31,0
property ,394,800,107,31,0
located ,510,800,91,31,0
in ,610,800,24,31,0
"the
",642,800,38,31,0
(,55,842,11,25,0
identify ,65,841,77,25,0
the ,150,841,31,25,0
person ,186,841,72,25,0
or ,265,841,23,25,0
describe ,294,841,87,25,0
the ,389,841,31,25,0
property ,425,841,92,25,0
to ,523,841,19,25,0
be ,549,841,25,25,0
searched ,579,841,96,25,0
and ,681,841,39,25,0
give ,726,841,43,25,0
its ,776,841,23,25,0
location,807,841,85,25,0
),890,841,10,25,0
":
",902,841,5,25,0
See ,81,882,50,23,0
Attachment ,138,882,146,22,0
"A
",289,882,23,22,0
I ,162,1087,8,31,0
find ,181,1087,49,31,0
that ,238,1087,47,31,0
the ,294,1087,37,31,0
affidavit,341,1087,107,31,0
(,448,1087,10,31,0
s,459,1087,10,31,0
),470,1087,10,31,0
", ",482,1087,6,31,0
or ,497,1087,26,31,0
any ,532,1087,45,31,0
recorded ,584,1087,111,31,0
testimony,702,1087,125,31,0
", ",828,1087,6,31,0
establish ,845,1087,109,31,0
probable ,962,1087,109,31,0
cause ,1081,1087,69,31,0
to ,1158,1087,24,31,0
search ,1192,1087,79,31,0
and ,1281,1087,42,31,0
seize ,1334,1087,62,31,0
the ,1405,1087,37,31,0
person ,1451,1087,84,31,0
or ,1544,1087,26,31,0
"property
",1577,1087,107,31,0
described ,57,1123,120,30,0
above,187,1123,73,29,0
", ",262,1123,5,29,0
and ,278,1123,44,29,0
that ,331,1123,47,29,0
such ,386,1123,58,29,0
search ,453,1123,80,29,0
will ,540,1123,49,29,0
reveal ,597,1123,78,29,0
(,682,1123,9,29,0
identify ,689,1123,78,29,0
the ,774,1123,30,29,0
person ,809,1123,72,29,0
or ,890,1123,23,29,0
describe ,918,1123,89,29,0
the ,1014,1123,29,29,0
property ,1049,1123,91,29,0
to ,1147,1123,19,29,0
be ,1174,1123,24,29,0
seized,1205,1123,65,29,0
),1267,1123,10,29,0
":
",1278,1123,5,29,0
See ,81,1166,51,22,0
Attachment ,138,1166,147,22,0
"B
",291,1166,18,22,0
"12-7-21
",1065,1387,111,26,0
YOU ,161,1409,70,24,0
ARE ,237,1409,66,24,0
COMMANDED ,315,1409,216,24,0
to ,540,1409,24,24,0
execute ,574,1409,94,24,0
this ,677,1409,45,24,0
warrant ,731,1409,97,24,0
on ,837,1409,30,24,0
or ,876,1409,26,24,0
"before
",907,1409,81,24,0
(,1410,1413,12,25,0
not ,1418,1412,35,25,0
to ,1459,1412,19,25,0
exceed ,1486,1412,71,25,0
14 ,1564,1412,25,25,0
days,1595,1412,47,25,0
")
",1641,1412,11,25,0
in ,162,1450,25,30,0
the ,194,1450,38,30,0
daytime ,241,1450,101,30,0
6:00 ,352,1450,55,30,0
a.m. ,417,1450,51,30,0
to ,478,1450,23,30,0
10:00 ,513,1450,69,30,0
p.m. ,590,1450,53,30,0
[,698,1447,7,32,0
X ,702,1446,18,32,0
at ,728,1446,20,32,0
any ,759,1446,44,32,0
time ,812,1446,54,32,0
in ,875,1446,24,32,0
the ,908,1446,37,32,0
day ,955,1446,45,32,0
or ,1009,1446,25,32,0
night ,1043,1446,64,32,0
because ,1115,1446,99,32,0
good ,1224,1446,62,32,0
cause ,1295,1446,68,32,0
has ,1372,1446,41,32,0
been ,1423,1446,58,32,0
established,1491,1446,139,32,0
".
",1632,1446,4,32,0
Unless ,158,1522,87,31,0
delayed ,254,1522,99,30,0
notice ,360,1522,76,30,0
is ,446,1522,20,30,0
authorized ,476,1522,132,30,0
below,615,1522,78,30,0
", ",694,1522,5,30,0
you ,708,1522,48,30,0
must ,766,1522,59,30,0
give ,834,1522,52,30,0
a ,897,1522,12,30,0
copy ,918,1522,62,30,0
of ,989,1522,28,30,0
the ,1021,1522,39,30,0
warrant ,1068,1522,96,30,0
and ,1174,1522,45,30,0
a ,1228,1522,13,30,0
receipt ,1249,1522,85,30,0
for ,1344,1522,35,30,0
the ,1388,1522,37,30,0
property ,1434,1522,106,30,0
taken ,1549,1522,68,30,0
to ,1626,1522,23,30,0
"the
",1657,1522,39,30,0
person ,56,1559,84,32,0
from ,150,1559,60,31,0
whom,218,1559,79,31,0
", ",297,1559,6,31,0
or ,313,1559,26,31,0
from ,347,1559,61,31,0
whose ,416,1559,80,31,0
premises,504,1559,112,31,0
", ",618,1559,5,31,0
the ,633,1559,38,31,0
property ,679,1559,107,31,0
was ,795,1559,47,31,0
taken,851,1559,69,31,0
", ",921,1559,6,31,0
or ,937,1559,25,31,0
leave ,970,1559,65,31,0
the ,1045,1559,38,31,0
copy ,1091,1559,62,31,0
and ,1161,1559,46,31,0
receipt ,1214,1559,86,31,0
at ,1310,1559,22,31,0
the ,1339,1559,38,31,0
place ,1385,1559,67,31,0
where ,1460,1559,77,31,0
"the
",1545,1559,38,31,0
property ,56,1597,107,30,0
was ,171,1597,49,29,0
taken,228,1597,69,29,0
".
",300,1597,3,29,0
The ,162,1650,48,30,0
officer ,219,1650,83,30,0
executing ,312,1650,121,30,0
this ,441,1650,44,30,0
warrant,494,1650,97,30,0
", ",593,1650,5,30,0
or ,608,1650,26,30,0
an ,642,1650,29,30,0
officer ,680,1650,83,30,0
present ,771,1650,92,30,0
during ,870,1650,83,30,0
the ,960,1650,39,30,0
execution ,1008,1650,123,30,0
of ,1139,1650,28,30,0
the ,1172,1650,39,30,0
warrant,1219,1650,97,30,0
", ",1317,1650,5,30,0
must ,1332,1650,62,30,0
prepare ,1401,1650,93,30,0
an ,1505,1650,28,30,0
"inventory
",1542,1650,120,30,0
as ,59,1684,21,32,0
required ,93,1684,103,31,0
by ,203,1684,32,31,0
law ,244,1684,45,31,0
and ,298,1684,46,31,0
promptly ,350,1684,116,31,0
return ,476,1684,74,31,0
this ,558,1684,45,31,0
warrant ,612,1684,96,31,0
and ,718,1684,44,31,0
inventory ,770,1684,121,31,0
"to
",899,1684,24,31,0
Hon,1171,1684,52,25,0
. ,1227,1684,4,25,0
Stephen ,1239,1684,106,25,0
C. ,1355,1684,25,25,0
"Dries
",1393,1684,64,25,0
(,1141,1724,11,25,0
United ,1149,1724,70,25,0
States ,1225,1724,60,25,0
Magistrate ,1292,1724,115,25,0
Judge,1413,1724,63,25,0
")
",1474,1724,9,25,0
Pursuant ,163,1774,109,32,0
to ,281,1774,22,31,0
18 ,315,1774,28,31,0
U.S.C. ,352,1774,83,31,0
§ ,449,1774,10,31,0
3103a,469,1774,78,31,0
(,547,1774,10,31,0
b,556,1774,16,31,0
),572,1774,10,31,0
", ",584,1774,5,31,0
I ,599,1774,9,31,0
find ,619,1774,49,31,0
that ,676,1774,47,31,0
immediate ,732,1774,132,31,0
notification ,873,1774,145,31,0
may ,1026,1774,55,31,0
have ,1089,1774,58,31,0
an ,1158,1774,28,31,0
adverse ,1195,1774,95,31,0
result ,1299,1774,70,31,0
listed ,1377,1774,68,31,0
in ,1454,1774,25,31,0
18 ,1488,1774,29,31,0
"U.S.C.
",1526,1774,83,31,0
§ ,61,1812,9,30,0
2705 ,80,1811,61,30,0
(,153,1811,8,30,0
except ,164,1811,80,30,0
for ,254,1811,36,30,0
delay ,297,1811,69,30,0
of ,375,1811,27,30,0
trial,408,1811,51,30,0
),459,1811,10,30,0
", ",471,1811,5,30,0
and ,486,1811,45,30,0
authorize ,540,1811,116,30,0
the ,664,1811,38,30,0
officer ,712,1811,84,30,0
executing ,804,1811,122,30,0
this ,934,1811,45,30,0
warrant ,989,1811,95,30,0
to ,1093,1811,22,30,0
delay ,1126,1811,67,30,0
notice ,1202,1811,76,30,0
to ,1287,1811,23,30,0
the ,1320,1811,37,30,0
person ,1366,1811,84,30,0
who,1459,1811,52,30,0
", ",1513,1811,6,30,0
or ,1529,1811,27,30,0
"whose
",1563,1811,79,30,0
property,57,1849,106,30,0
", ",164,1849,5,29,0
will ,179,1849,49,29,0
be ,236,1849,29,29,0
searched ,276,1849,109,29,0
or ,394,1849,25,29,0
seized ,429,1849,78,29,0
(,514,1849,10,29,0
check ,522,1849,60,29,0
the ,588,1849,31,29,0
appropriate ,626,1849,124,29,0
box,757,1849,37,29,0
")
",793,1849,10,29,0
"for
",161,1891,44,20,0
days ,288,1890,57,29,0
(,354,1890,9,28,0
not ,362,1890,33,28,0
to ,402,1890,19,28,0
exceed ,429,1890,71,28,0
30,506,1890,26,28,0
")
",530,1890,10,28,0
Date ,52,2000,64,23,0
and ,126,2000,44,23,0
time ,178,2000,56,23,0
issued,242,2000,79,23,0
":
",321,2000,7,23,0
until,619,1889,55,32,0
", ",677,1889,5,31,0
the ,691,1889,37,31,0
facts ,739,1889,56,31,0
justifying,804,1889,122,31,0
", ",928,1889,6,31,0
the ,942,1889,38,31,0
later ,989,1889,57,31,0
specific ,1054,1889,96,31,0
date ,1160,1889,51,31,0
"of
",1221,1889,28,31,0
11-23-21,432,1977,128,26,0
. ,570,1977,3,26,0
10:10 ,589,1977,83,26,0
"am
",684,1977,44,26,0
Stishen ,1136,1919,175,104,0
C. ,1338,1919,57,103,0
"Dri
",1409,1919,110,103,0
Judge's ,1231,2036,80,24,0
"signature
",1319,2036,98,24,0
Hon,1015,2097,50,28,0
. ,1068,2097,3,27,0
Stephen ,1084,2097,105,27,0
C. ,1199,2097,25,27,0
Dries,1237,2097,63,27,0
", ",1304,2097,3,27,0
U.S. ,1320,2097,50,27,0
Magistrate ,1383,2097,132,27,0
"Judge
",1524,2097,78,27,0
Printed ,1207,2132,79,19,0
name ,1292,2132,56,18,0
and ,1355,2132,38,18,0
"title
",1400,2132,40,18,0
City ,57,2097,54,29,0
and ,121,2097,45,28,0
state,175,2097,56,28,0
: ,233,2097,4,28,0
Milwaukee,271,2097,134,28,0
", ",408,2097,4,28,0
"WI
",421,2097,32,28,0
Case ,321,2170,76,33,0
2,409,2170,17,32,0
:,429,2170,3,32,0
21,439,2170,33,32,0
-,477,2170,7,32,0
mj,489,2170,31,32,0
-,524,2170,9,32,0
00530,536,2170,94,32,0
-,631,2170,9,32,0
SCD ,643,2170,69,32,0
Filed ,766,2171,69,24,0
"12/22/21
",846,2171,133,24,0
Page ,1030,2170,78,32,0
1 ,1121,2170,16,32,0
of ,1149,2170,26,32,0
"6
",1187,2170,17,32,0
Document ,1252,2171,157,24,0
"2
",1419,2171,18,23,0
GOOGLE ,612,213,153,27,1
LLC ,776,213,66,26,1
ATTACHMENT ,852,213,259,26,1
"A
",1120,213,26,26,1
Property ,693,325,131,34,1
to ,834,325,30,33,1
Be ,876,325,36,33,1
"Searched
",923,325,142,33,1
This ,310,437,63,35,1
warrant ,383,437,122,34,1
applies ,515,437,107,34,1
to ,632,437,30,34,1
information ,672,437,182,34,1
associated ,862,437,155,34,1
with ,1026,437,72,34,1
clewis8425@gmail.com,1106,437,349,34,1
", ",1456,437,8,34,1
"an
",1474,437,36,34,1
email ,207,522,81,36,1
account ,299,522,118,35,1
that ,425,522,61,35,1
is ,494,522,24,35,1
stored ,528,522,94,35,1
at ,633,522,27,35,1
premises ,670,522,136,35,1
owned,815,522,104,35,1
", ",919,522,9,35,1
maintained,938,522,172,35,1
", ",1111,522,8,35,1
controlled,1128,522,155,35,1
", ",1284,522,8,35,1
or ,1303,522,30,35,1
operated ,1343,522,135,35,1
"by
",1485,522,39,35,1
Google ,205,606,109,37,1
LLC ,325,606,66,36,1
(,400,606,11,36,1
“,413,606,11,36,1
Google,429,606,108,36,1
”,538,606,14,36,1
),554,606,10,36,1
", ",565,606,9,36,1
an ,584,606,36,36,1
electronic ,630,606,146,36,1
service ,786,606,105,36,1
provider ,900,606,134,36,1
headquartered ,1042,606,224,36,1
at ,1276,606,28,36,1
"1600
",1314,606,68,36,1
Amphitheater ,207,694,211,34,1
Parkway,429,694,134,33,1
", ",564,694,8,33,1
Mountain ,584,694,148,33,1
View,741,694,79,33,1
", ",821,694,8,33,1
California,841,694,150,33,1
".
",991,694,5,33,1
Case ,321,2170,76,33,1
2,409,2170,17,32,1
:,429,2170,3,32,1
21,439,2170,33,32,1
-,477,2170,7,32,1
mj,489,2170,31,32,1
-,524,2170,9,32,1
00530,536,2170,94,32,1
-,631,2170,9,32,1
SCD ,643,2170,69,32,1
Filed ,766,2171,70,24,1
12/22/21 ,849,2171,130,24,1
Page ,1030,2170,78,32,1
3 ,1120,2170,18,32,1
of ,1149,2170,27,32,1
6 ,1188,2170,17,32,1
Document ,1252,2171,157,24,1
"2
",1419,2171,18,23,1
GOOGLE,602,214,154,30,2
", ",758,214,9,30,2
LLC ,775,214,66,30,2
ATTACHMENT ,851,214,259,30,2
"B1
",1121,214,35,30,2
Particular ,644,296,150,33,2
Things ,804,296,109,32,2
to ,922,296,31,32,2
be ,963,296,36,32,2
"Seized
",1011,296,103,32,2
To ,311,379,36,28,2
the ,359,379,45,27,2
extent ,415,379,92,27,2
that ,515,379,60,27,2
the ,585,379,47,27,2
information ,641,379,181,27,2
described ,831,379,147,27,2
in ,988,379,30,27,2
Attachment ,1026,379,181,27,2
A ,1214,379,28,27,2
is ,1251,379,23,27,2
within ,1285,379,98,27,2
"the
",1392,379,47,27,2
possession,206,466,162,35,2
", ",369,466,8,34,2
custody,386,466,120,34,2
", ",507,466,8,34,2
or ,525,466,32,34,2
control ,565,466,107,34,2
of ,683,466,29,34,2
Google,721,466,109,34,2
", ",831,466,7,34,2
LLC,849,466,65,34,2
", ",913,466,8,34,2
including ,932,466,144,34,2
any ,1086,466,55,34,2
emails,1152,466,98,34,2
", ",1251,466,7,34,2
records,1268,466,112,34,2
", ",1381,466,8,34,2
files,1398,466,62,34,2
", ",1462,466,7,34,2
logs,1479,466,61,34,2
",
",1541,466,7,34,2
or ,208,552,30,34,2
information ,248,552,180,33,2
that ,435,552,61,33,2
has ,505,552,51,33,2
been ,565,552,72,33,2
deleted ,648,552,110,33,2
but ,768,552,51,33,2
is ,828,552,23,33,2
still ,862,552,54,33,2
available ,927,552,135,33,2
to ,1072,552,28,33,2
the ,1110,552,47,33,2
Google,1167,552,108,33,2
", ",1276,552,7,33,2
LLC,1294,552,65,33,2
", ",1361,552,6,33,2
or ,1379,552,30,33,2
"has
",1419,552,50,33,2
been ,206,637,72,36,2
preserved ,286,637,153,35,2
pursuant ,449,637,138,35,2
to ,596,637,28,35,2
a ,635,637,16,35,2
request ,660,637,112,35,2
made ,782,637,84,35,2
under ,875,637,93,35,2
18 ,977,637,33,35,2
U.S.C. ,1020,637,93,35,2
§ ,1125,637,13,35,2
2703,1149,637,68,35,2
(,1219,637,11,35,2
f,1229,637,13,35,2
),1240,637,10,35,2
", ",1252,637,8,35,2
Google,1269,637,110,35,2
", ",1379,637,7,35,2
LLC ,1398,637,65,35,2
"is
",1472,637,23,35,2
required ,207,723,128,36,2
to ,346,723,29,35,2
disclose ,386,723,119,35,2
the ,515,723,46,35,2
following ,570,723,147,35,2
information ,726,723,181,35,2
to ,916,723,29,35,2
the ,954,723,49,35,2
government ,1012,723,184,35,2
for ,1205,723,44,35,2
each ,1259,723,67,35,2
account ,1337,723,117,35,2
"or
",1465,723,31,35,2
identifier ,207,809,139,27,2
listed ,355,809,82,27,2
in ,449,809,28,27,2
Attachment ,486,809,180,27,2
A,675,809,27,27,2
":
",703,809,6,27,2
a,308,903,20,17,2
. ,328,903,5,17,2
The ,414,895,56,30,2
contents ,480,895,126,30,2
of ,617,895,29,30,2
all ,656,895,35,30,2
emails ,702,895,97,30,2
associated ,809,895,154,30,2
with ,974,895,70,30,2
the ,1053,895,46,30,2
account ,1110,895,118,30,2
from ,1236,895,75,30,2
October ,1319,895,122,30,2
1,1450,895,14,30,2
",
",1467,895,7,30,2
2021 ,207,980,64,35,2
to ,283,980,29,34,2
the ,321,980,47,34,2
present,379,980,113,34,2
", ",492,980,7,34,2
including ,509,980,146,34,2
stored ,664,980,95,34,2
or ,769,980,32,34,2
preserved ,810,980,151,34,2
copies ,971,980,94,34,2
of ,1076,980,30,34,2
emails ,1115,980,97,34,2
sent ,1222,980,63,34,2
to ,1293,980,30,34,2
or ,1333,980,31,34,2
from ,1372,980,75,34,2
"the
",1455,980,47,34,2
