text,left_pixels,top_pixels,width_pixels,height_pixels,page
Case ,298,114,85,34,0
3,385,114,20,34,0
:,406,114,6,34,0
23,412,114,37,34,0
-,444,114,15,34,0
mj,458,114,32,34,0
-,487,114,16,34,0
02081,501,114,91,34,0
-,593,114,10,34,0
WVG ,601,114,76,34,0
Document ,704,114,145,34,0
1 ,859,114,19,34,0
Filed ,903,114,68,34,0
06/08/23 ,980,114,125,34,0
PagelD.1 ,1132,114,132,34,0
Page ,1291,114,74,34,0
1 ,1376,114,16,34,0
of ,1402,114,27,34,0
"27
",1436,114,36,34,0
ΑΟ ,176,145,34,23,0
106A ,216,145,47,23,0
(,271,145,10,23,0
08/18,278,145,50,23,0
) ,328,145,7,23,0
Application ,345,145,101,23,0
for ,452,145,25,23,0
a ,481,145,12,23,0
Warrant ,495,145,72,23,0
by ,569,145,25,23,0
Telephone ,596,145,91,23,0
or ,693,145,18,23,0
Other ,713,145,51,23,0
Reliable ,769,145,71,23,0
Electronic ,844,145,89,23,0
"Means
",933,145,62,23,0
UNITED ,533,206,162,40,0
STATES ,709,206,160,40,0
DISTRICT ,881,206,199,40,0
"COURT
",1091,206,148,40,0
for ,846,273,38,23,0
"the
",885,273,42,23,0
Southern ,700,316,104,26,0
District ,810,316,91,25,0
of ,907,316,29,25,0
"California
",939,316,118,25,0
In ,310,391,25,24,0
the ,339,391,38,23,0
Matter ,383,391,81,23,0
of ,470,391,29,23,0
the ,502,391,36,23,0
Search ,545,391,80,23,0
"of
",631,391,29,23,0
(,261,430,24,26,0
Briefly ,269,429,74,26,0
describe ,343,429,87,26,0
the ,433,429,31,26,0
property ,467,429,87,26,0
to ,557,429,23,26,0
be ,583,429,25,26,0
"searched
",609,429,93,26,0
or ,270,451,29,28,0
identify ,300,451,77,27,0
the ,378,451,34,27,0
person ,412,451,70,27,0
by ,485,451,26,27,0
name ,514,451,54,27,0
and ,571,451,42,27,0
address,612,451,79,27,0
")
",683,451,16,27,0
Apple ,437,496,83,28,0
"Inc.
",514,496,49,27,0
1 ,173,528,22,28,0
Apple ,191,527,81,28,0
Park ,274,527,57,28,0
Way,334,527,58,28,0
", ",391,527,6,28,0
Cupertino,404,527,116,28,0
", ",520,527,6,28,0
CA. ,533,527,43,28,0
Host,585,527,57,28,0
: ,633,527,14,28,0
303-520-7458,653,527,169,28,0
",
",822,527,6,28,0
gwitheispoon24@gmail.com ,220,557,336,30,0
(,563,557,10,29,0
"""",572,557,10,29,0
Target ,580,557,79,29,0
Account,663,557,99,29,0
"""",762,557,8,29,0
")
",771,557,8,29,0
"SEALED
",1142,353,215,44,0
'23 ,1151,435,49,28,0
"MJ2081
",1209,435,110,27,0
Case ,999,457,60,22,0
"No.
",1062,457,45,21,0
APPLICATION ,216,610,204,24,0
FOR ,429,610,61,23,0
A ,496,610,21,23,0
WARRANT ,525,610,153,23,0
BY ,688,610,38,23,0
TELEPHONE ,733,610,182,23,0
OR ,924,610,42,23,0
OTHER ,976,610,103,23,0
RELIABLE ,1087,610,148,23,0
ELECTRONIC ,1245,610,195,23,0
"MEANS
",1448,610,104,23,0
I,273,662,9,30,0
", ",283,662,5,30,0
a ,297,662,15,30,0
federal ,318,662,81,30,0
law ,407,662,43,30,0
enforcement ,456,662,146,30,0
officer ,609,662,78,30,0
or ,694,662,24,30,0
an ,726,662,28,30,0
attorney ,759,662,98,30,0
for ,865,662,34,30,0
the ,905,662,35,30,0
government,948,662,139,30,0
", ",1088,662,5,30,0
request ,1101,662,85,30,0
a ,1194,662,14,30,0
search ,1213,662,76,30,0
warrant ,1296,662,89,30,0
and ,1392,662,42,30,0
state ,1442,662,53,30,0
"under
",1502,662,68,30,0
penalty ,174,689,89,33,0
of ,269,689,30,32,0
perjury ,300,689,87,32,0
that ,393,689,45,32,0
I ,446,689,7,32,0
have ,462,689,55,32,0
reason ,526,689,75,32,0
to ,608,689,23,32,0
believe ,638,689,84,32,0
that ,729,689,47,32,0
on ,781,689,30,32,0
the ,818,689,36,32,0
following ,862,689,114,32,0
person ,982,689,79,32,0
or ,1067,689,25,32,0
property ,1099,689,100,32,0
(,1203,689,12,32,0
identify ,1213,689,74,32,0
the ,1292,689,30,32,0
person ,1326,689,68,32,0
or ,1399,689,22,32,0
describe ,1425,689,83,32,0
"the
",1513,689,31,32,0
property ,168,722,93,27,0
to ,262,722,24,26,0
be ,288,722,28,26,0
searched ,318,722,91,26,0
and ,411,722,39,26,0
give ,453,722,43,26,0
its ,500,722,24,26,0
location,529,722,80,26,0
),604,722,14,26,0
":
",613,722,12,26,0
See ,191,757,50,29,0
Attachment ,242,757,142,28,0
A,387,757,24,28,0
", ",408,757,5,28,0
incorporated ,423,757,147,28,0
herein ,577,757,73,28,0
by ,658,757,29,28,0
reference,695,757,112,28,0
".
",804,757,10,28,0
located ,177,822,83,25,0
in ,268,822,24,24,0
"the
",295,822,39,24,0
"Northern
",428,824,109,20,0
person ,170,860,72,26,0
or ,245,860,25,25,0
describe ,271,860,87,25,0
the ,361,860,31,25,0
property ,395,860,87,25,0
to ,486,860,20,25,0
be ,510,860,25,25,0
seized,540,860,63,25,0
),594,860,13,25,0
":
",604,860,12,25,0
District ,626,822,94,23,0
"of
",724,822,31,22,0
"California
",894,824,115,19,0
",
",1157,842,7,7,0
See ,191,899,53,28,0
Attachment ,243,899,140,28,0
B,388,899,19,28,0
", ",408,899,5,28,0
incorporated ,423,899,146,28,0
herein ,577,899,73,28,0
by ,657,899,29,28,0
reference,694,899,112,28,0
".
",807,899,8,28,0
The ,270,985,48,31,0
basis ,323,985,60,31,0
for ,391,985,34,31,0
the ,432,985,36,31,0
search ,475,985,75,31,0
under ,558,985,67,31,0
Fed,632,985,44,31,0
. ,675,985,5,31,0
R. ,689,985,25,31,0
Crim,722,985,60,31,0
. ,784,985,5,31,0
P. ,797,985,23,31,0
41,825,985,30,31,0
(,856,985,12,31,0
c,867,985,18,31,0
) ,878,985,13,31,0
is ,899,985,21,31,0
(,925,985,12,31,0
check ,933,985,56,31,0
one ,993,985,36,31,0
or ,1034,985,22,31,0
more,1062,985,50,31,0
),1108,985,10,31,0
":
",1118,985,6,31,0
✔evidence ,334,1017,140,38,0
of ,482,1017,26,38,0
a ,514,1017,12,38,0
crime,535,1017,64,38,0
";
",600,1017,7,38,0
contraband,370,1071,131,30,0
", ",500,1071,6,30,0
fruits ,514,1071,61,30,0
of ,583,1071,29,30,0
crime,615,1071,68,30,0
", ",682,1071,6,30,0
or ,696,1071,25,30,0
other ,727,1071,61,30,0
items ,794,1071,64,30,0
illegally ,865,1071,99,30,0
possessed,968,1071,119,30,0
";
",1084,1071,7,30,0
there ,1169,821,62,31,0
is ,1237,821,19,31,0
now ,1263,821,53,31,0
concealed ,1321,821,119,31,0
(,1447,821,10,31,0
identify ,1454,821,74,31,0
"the
",1529,821,35,31,0
property ,369,1115,101,34,0
designed ,474,1115,106,33,0
for ,587,1115,34,33,0
use,627,1115,40,33,0
", ",667,1115,7,33,0
intended ,683,1115,100,33,0
for ,791,1115,34,33,0
use,831,1115,39,33,0
", ",871,1115,6,33,0
or ,885,1115,25,33,0
used ,917,1115,55,33,0
in ,979,1115,22,33,0
committing ,1008,1115,134,33,0
a ,1149,1115,14,33,0
crime,1170,1115,67,33,0
";
",1237,1115,6,33,0
a ,370,1160,15,30,0
person ,388,1159,79,30,0
to ,474,1159,23,30,0
be ,503,1159,30,30,0
arrested ,539,1159,94,30,0
or ,639,1159,25,30,0
a ,670,1159,14,30,0
person ,690,1159,79,30,0
who ,775,1159,51,30,0
is ,834,1159,19,30,0
unlawfully ,860,1159,129,30,0
restrained,995,1159,116,30,0
".
",1111,1159,4,30,0
The ,270,1216,45,26,0
search ,323,1216,76,25,0
is ,407,1216,18,25,0
related ,431,1216,82,25,0
to ,518,1216,25,25,0
a ,549,1216,15,25,0
violation ,569,1216,104,25,0
of,681,1216,28,25,0
":
",704,1216,7,25,0
Code ,297,1269,77,21,0
"Section
",367,1269,90,21,0
15 ,237,1295,38,29,0
USC ,277,1295,59,28,0
78,341,1295,33,28,0
(,371,1295,12,28,0
b,382,1295,14,28,0
) ,398,1295,8,28,0
& ,412,1295,19,28,0
"78ff
",436,1295,54,28,0
18 ,239,1330,38,19,0
USC ,278,1330,57,19,0
"371
",343,1330,44,19,0
Insider ,634,1296,93,26,0
"Trading
",720,1296,94,26,0
"Conspiracy
",630,1328,142,26,0
The ,270,1404,46,32,0
application ,323,1404,130,31,0
is ,462,1404,18,31,0
based ,486,1404,69,31,0
on ,562,1404,30,31,0
these ,598,1404,60,31,0
facts,665,1404,56,31,0
":
",717,1404,10,31,0
Offense ,987,1265,94,31,0
"Description
",1084,1265,142,31,0
See ,249,1443,62,29,0
Affidavit ,301,1443,105,28,0
of ,408,1443,25,28,0
FBI ,438,1443,39,28,0
Special ,486,1443,86,28,0
Agent ,578,1443,73,28,0
Leah ,658,1443,58,28,0
Chambers,723,1443,122,28,0
", ",847,1443,5,28,0
which ,859,1443,70,28,0
is ,938,1443,18,28,0
hereby ,962,1443,84,28,0
incorporated ,1053,1443,146,28,0
by ,1206,1443,29,28,0
reference ,1243,1443,112,28,0
and ,1362,1443,44,28,0
made ,1413,1443,67,28,0
"part
",1486,1443,47,28,0
hereof,245,1477,90,23,0
".
",324,1477,11,22,0
✔Continued ,275,1517,167,35,0
on ,449,1517,29,34,0
the ,485,1517,34,34,0
attached ,529,1517,97,34,0
sheet,634,1517,59,34,0
".
",694,1517,5,34,0
Delayed ,318,1570,100,30,0
notice ,423,1570,73,29,0
of ,502,1570,30,29,0
days ,619,1569,60,30,0
(,682,1569,14,29,0
give ,689,1569,45,29,0
exact ,737,1569,53,29,0
ending ,793,1569,69,29,0
date ,865,1569,44,29,0
if ,915,1569,19,29,0
more ,932,1569,51,29,0
than ,987,1569,45,29,0
30 ,1035,1569,31,29,0
days,1063,1569,52,29,0
":
",1105,1569,15,29,0
18 ,321,1602,27,34,0
U.S.C. ,355,1602,77,33,0
§ ,446,1602,8,33,0
3103a,464,1602,73,33,0
", ",537,1602,6,33,0
the ,549,1602,36,33,0
basis ,593,1602,59,33,0
of ,659,1602,27,33,0
which ,690,1602,72,33,0
is ,770,1602,18,33,0
set ,796,1602,33,33,0
forth ,837,1602,57,33,0
on ,901,1602,28,33,0
the ,937,1602,36,33,0
attached ,981,1602,98,33,0
sheet,1086,1602,59,33,0
".
",1147,1602,5,33,0
) ,1324,1569,20,29,0
is ,1347,1568,30,29,0
requested ,1373,1568,113,29,0
"under
",1489,1568,69,29,0
Jessica ,1106,1642,171,73,0
"Hefron
",1279,1642,151,72,0
Applicant's ,1134,1699,116,27,0
"signature
",1259,1699,96,27,0
Jessica ,1042,1748,90,28,0
Hefron,1138,1748,80,28,0
", ",1220,1748,5,28,0
FBI ,1234,1748,38,28,0
Special ,1281,1748,87,28,0
"Agent
",1372,1748,79,28,0
Printed ,1131,1786,80,21,0
name ,1213,1786,54,21,0
and ,1271,1786,40,21,0
"title
",1313,1786,41,21,0
Attested ,172,1837,100,34,0
to ,280,1837,23,33,0
by ,309,1837,30,33,0
the ,346,1837,37,33,0
applicant ,390,1837,108,33,0
in ,505,1837,23,33,0
accordance ,534,1837,131,33,0
with ,673,1837,52,33,0
the ,732,1837,36,33,0
requirements ,776,1837,152,33,0
of ,937,1837,26,33,0
Fed,968,1837,43,33,0
. ,1013,1837,5,33,0
R. ,1027,1837,25,33,0
Crim,1061,1837,58,33,0
. ,1117,1837,9,33,0
P. ,1136,1837,20,33,0
4.1 ,1165,1837,34,33,0
"by
",1208,1837,31,33,0
Date,170,1966,63,20,0
":
",222,1966,15,20,0
"Telephone
",419,1874,138,28,0
"06/07/2023
",330,1963,140,22,0
City ,171,2047,56,35,0
and ,231,2048,46,33,0
state,283,2046,55,34,0
: ,337,2047,6,33,0
San ,365,2046,48,34,0
Diego,421,2045,68,35,0
", ",491,2045,5,33,0
"Calfornia
",504,2044,109,35,0
(,799,1876,21,26,0
specify ,810,1875,72,26,0
reliable ,884,1875,78,26,0
electronic ,965,1875,99,26,0
means,1067,1875,63,26,0
),1125,1875,13,26,0
".
",1139,1875,5,26,0
William ,1091,1939,172,64,0
V. ,1272,1939,36,64,0
"Gallo
",1315,1939,119,64,0
Judge's ,1152,1993,95,26,0
"signature
",1236,1993,98,25,0
Hon,979,2041,50,29,0
. ,1028,2041,5,28,0
Willaim ,1040,2041,89,28,0
V. ,1135,2041,25,28,0
Gallo,1167,2041,64,28,0
", ",1231,2041,5,28,0
U.S. ,1245,2041,51,28,0
Magistrate ,1303,2041,126,28,0
"Judge
",1436,2041,73,28,0
Printed ,1132,2081,80,20,0
name ,1213,2081,55,20,0
and ,1271,2081,40,20,0
"title
",1314,2081,41,20,0
"1
",214,228,19,25,1
"2
",211,292,27,24,1
Case ,298,66,86,35,1
3,384,66,19,34,1
:,403,66,6,34,1
23,410,66,36,34,1
-,443,66,14,34,1
mj,456,66,32,34,1
-,484,66,15,34,1
02081,500,66,89,34,1
-,591,66,8,34,1
WVG ,599,66,75,34,1
Document ,703,66,145,34,1
1 ,858,66,17,34,1
Filed ,902,66,69,34,1
06/08/23 ,978,66,126,34,1
PageID.2 ,1130,66,133,34,1
Page ,1290,66,72,34,1
2 ,1372,66,19,34,1
of ,1399,66,28,34,1
"27
",1433,66,37,34,1
ATTACHMENT ,765,236,256,28,1
"A
",1030,236,25,28,1
PROPERTY ,656,300,187,28,1
TO ,855,300,47,28,1
BE ,913,300,45,28,1
"SEARCHED
",970,300,193,28,1
"3
",208,356,28,24,1
"4
",206,419,33,24,1
This ,359,425,65,40,1
warrant ,433,425,116,39,1
applies ,559,425,105,39,1
to ,673,425,30,39,1
information ,713,425,175,39,1
associated ,899,425,153,39,1
with ,1061,425,69,39,1
Apple ,1138,425,90,39,1
ID ,1239,425,38,39,1
affiliated ,1289,425,134,39,1
with ,1433,425,66,39,1
"the
",1509,425,46,39,1
5 ,215,480,19,48,1
below ,263,480,92,48,1
identifiers,379,480,149,48,1
", ",530,480,8,48,1
that ,560,480,60,48,1
is ,642,480,24,48,1
stored ,687,480,96,48,1
at ,802,480,29,48,1
premises ,850,480,136,48,1
owned,1008,480,102,48,1
", ",1109,480,9,48,1
maintained,1139,480,170,48,1
", ",1308,480,11,48,1
controlled,1338,480,155,48,1
", ",1492,480,8,48,1
"or
",1524,480,35,48,1
6 ,212,545,23,48,1
operated ,264,544,131,48,1
by ,402,544,40,48,1
Apple ,451,544,94,48,1
Inc.,558,544,54,48,1
", ",615,544,9,48,1
a ,636,544,17,48,1
company ,663,544,139,48,1
headquartered ,813,544,214,48,1
at ,1039,544,27,48,1
Apple ,1076,544,92,48,1
Inc.,1182,544,54,48,1
", ",1238,544,9,48,1
1 ,1263,544,13,48,1
Apple ,1288,544,94,48,1
Park ,1393,544,69,48,1
Way,1473,544,74,48,1
",
",1546,544,8,48,1
7 ,210,609,22,47,1
Cupertino,261,608,151,47,1
", ",414,608,7,47,1
CA ,430,608,55,47,1
95014,495,608,91,47,1
":
",589,608,5,47,1
"8
",209,674,28,26,1
Account ,452,681,127,37,1
Holder,589,681,107,36,1
: ,694,681,7,36,1
Grant ,741,681,85,36,1
"Witherspoon
",837,681,190,36,1
"9
",208,739,31,25,1
Account ,451,745,128,39,1
Number,587,745,125,38,1
: ,713,745,6,38,1
(,741,745,13,38,1
303,753,745,55,38,1
) ,810,745,12,38,1
"520-7458
",832,745,141,38,1
"10
",192,801,43,27,1
Account ,448,810,137,30,1
ID,589,811,42,28,1
":
",630,811,7,28,1
"gwitheispoon24@gmail.com
",740,806,429,41,1
"11
",192,865,40,28,1
(,450,874,23,37,1
"""",462,873,20,37,1
Target ,480,873,111,37,1
Account,598,873,134,37,1
"""",735,873,12,37,1
")
",747,873,11,37,1
"12
",192,929,43,27,1
"13
",194,993,37,28,1
"14
",192,1057,43,28,1
"15
",192,1121,43,29,1
"16
",191,1185,45,28,1
"17
",190,1250,45,27,1
"18
",193,1312,41,31,1
"19
",192,1376,45,30,1
"20
",188,1443,47,25,1
"21
",188,1507,44,25,1
"22
",189,1573,46,24,1
"23
",188,1637,47,23,1
"24
",187,1698,51,27,1
"25
",188,1765,49,24,1
"26
",189,1830,47,23,1
"27
",188,1893,49,24,1
"28
",188,1955,47,27,1
Case ,297,116,85,35,2
3,383,116,19,34,2
:,402,116,6,34,2
23,408,116,38,34,2
-,437,116,18,34,2
mj,455,116,32,34,2
-,481,116,19,34,2
02081,499,116,90,34,2
-,589,116,9,34,2
WVG ,596,116,78,34,2
Document ,702,116,146,34,2
1 ,856,116,18,34,2
Filed ,902,116,67,34,2
06/08/23 ,977,116,125,34,2
PageID.3 ,1128,116,134,34,2
Page ,1288,116,74,34,2
3 ,1371,116,18,34,2
of ,1399,116,28,34,2
"27
",1432,116,38,34,2
"1
",215,277,16,27,2
ATTACHMENT ,762,286,259,28,2
"B
",1029,286,23,28,2
"2
",208,343,29,23,2
ITEMS ,728,349,108,28,2
TO ,848,349,46,27,2
BE ,907,349,45,27,2
"SEIZED
",964,349,124,27,2
"3
",207,406,28,25,2
"I.
",354,417,27,25,2
Service ,455,414,115,28,2
of ,581,414,33,28,2
"Warrant
",619,414,140,28,2
"4
",206,470,32,24,2
The ,358,476,58,40,2
officer ,423,476,100,39,2
executing ,531,476,144,39,2
the ,684,476,45,39,2
warrant ,737,476,114,39,2
shall ,858,476,70,39,2
permit ,936,475,99,40,2
Apple ,1041,475,92,39,2
Inc. ,1142,475,55,39,2
(,1203,475,19,39,2
"""",1217,475,17,39,2
Apple,1233,475,93,39,2
"""",1326,475,15,39,2
),1341,475,12,39,2
", ",1356,475,8,39,2
as ,1373,475,29,39,2
"custodian
",1412,475,142,39,2
5 ,210,533,24,45,2
of ,263,532,34,45,2
the ,300,532,46,45,2
computer ,356,532,140,45,2
files ,506,532,61,45,2
described ,577,532,142,45,2
below,727,532,91,45,2
", ",819,532,8,45,2
to ,836,532,28,45,2
locate ,874,532,88,45,2
the ,971,532,45,45,2
files ,1026,532,62,45,2
and ,1097,532,54,45,2
copy ,1159,532,73,45,2
them ,1238,532,75,45,2
onto ,1322,532,65,45,2
"removable
",1396,532,157,45,2
6 ,212,595,21,47,2
electronic ,262,594,147,47,2
storage ,419,594,107,47,2
media ,536,594,91,47,2
and ,636,594,53,47,2
deliver ,698,594,104,47,2
the ,810,594,45,47,2
same ,866,594,76,47,2
to ,951,594,28,47,2
the ,989,594,45,47,2
officer,1045,594,98,47,2
".
",1144,594,8,47,2
"7
",208,663,26,25,2
II,357,673,32,24,2
".
",389,673,9,24,2
"8
",208,726,28,24,2
Items ,455,668,86,37,2
to ,552,668,30,36,2
be ,593,668,36,36,2
Provided ,639,668,143,36,2
by ,792,668,40,36,2
"Apple
",841,668,96,36,2
To ,358,730,41,34,2
the ,415,730,47,33,2
extent ,479,730,91,33,2
that ,586,730,59,33,2
the ,658,730,48,33,2
information ,722,730,176,33,2
described ,914,730,145,33,2
in ,1075,730,30,33,2
Attachment ,1120,730,176,33,2
A ,1310,730,30,33,2
is ,1355,730,25,33,2
within ,1396,730,96,33,2
"the
",1508,730,47,33,2
9 ,211,789,22,46,2
possession,261,788,160,46,2
", ",422,788,8,46,2
custody,444,788,118,46,2
", ",560,788,8,46,2
or ,585,788,32,46,2
control ,630,788,106,46,2
of ,749,788,37,46,2
Apple,794,788,94,46,2
", ",888,788,8,46,2
regardless ,911,788,150,46,2
of ,1077,788,34,46,2
whether ,1120,788,122,46,2
such ,1254,788,70,46,2
information ,1339,788,176,46,2
"is
",1529,788,25,46,2
10 ,195,851,37,46,2
located ,262,851,110,45,2
within ,380,851,96,45,2
or ,489,851,31,45,2
outside ,532,851,105,45,2
of ,650,851,33,45,2
the ,691,851,45,45,2
United ,749,851,102,45,2
States,862,851,89,45,2
", ",951,851,7,45,2
including ,971,851,140,45,2
any ,1124,851,54,45,2
messages,1187,851,141,45,2
", ",1329,851,7,45,2
records,1351,851,107,45,2
", ",1460,851,7,45,2
files,1482,851,61,45,2
",
",1546,851,6,45,2
11 ,196,915,31,47,2
logs,264,915,59,46,2
