text,left_pixels,top_pixels,width_pixels,height_pixels,page
AO ,72,132,37,23,0
93C ,114,132,40,23,0
(,163,132,9,23,0
08/18,172,132,53,23,0
) ,225,132,8,23,0
Warrant ,245,132,75,23,0
by ,322,132,27,23,0
Telephone ,352,132,99,23,0
or ,458,132,18,23,0
Other ,480,132,54,23,0
Reliable ,540,132,77,23,0
Electronic ,622,132,95,23,0
"Means
",717,132,67,23,0
To,70,720,37,22,0
":
",103,720,12,22,0
"Original
",1043,118,105,30,0
UNITED ,511,210,180,41,0
STATES ,704,210,171,41,0
DISTRICT ,888,210,214,41,0
"COURT
",1117,210,158,41,0
In ,262,408,27,26,0
the ,293,408,42,26,0
Matter ,341,408,87,26,0
of ,435,408,29,26,0
the ,468,408,39,26,0
Search ,516,408,85,26,0
"of
",610,408,30,26,0
(,208,450,24,29,0
Briefly ,219,449,78,29,0
describe ,298,449,92,29,0
the ,396,449,31,29,0
property ,432,449,92,29,0
to ,529,449,22,29,0
be ,555,449,26,29,0
"searched
",586,449,98,29,0
or ,218,480,31,29,0
identify ,250,480,81,28,0
the ,334,480,35,28,0
person ,371,480,75,28,0
by ,451,480,26,28,0
name ,482,480,57,28,0
and ,544,480,43,28,0
address,589,480,84,28,0
")
",667,480,13,28,0
for ,851,282,45,24,0
"the
",892,282,46,24,0
Eastern ,708,329,92,27,0
District ,809,329,96,26,0
of ,913,329,30,26,0
"Wisconsin
",945,329,135,26,0
Email ,151,514,71,28,0
content ,225,514,86,27,0
for ,313,514,33,27,0
olewis8425@gmail.com,353,514,264,27,0
", ",620,514,4,27,0
an ,632,514,28,27,0
"account
",667,514,89,27,0
controlled ,104,544,114,27,0
by ,215,544,36,26,0
Google,255,544,84,26,0
", ",340,544,6,26,0
LLC ,353,544,47,26,0
that ,405,544,44,26,0
is ,456,544,18,26,0
stored ,479,544,71,26,0
at ,556,544,23,26,0
premises ,585,544,102,26,0
"controlled
",694,544,110,26,0
by ,155,573,31,29,0
Google ,187,573,86,28,0
LLC,281,573,45,28,0
", ",327,573,5,28,0
headquartered ,341,573,164,28,0
at ,511,573,23,28,0
1600 ,540,573,56,28,0
"Amphitheatre
",601,573,151,28,0
Parkway,209,602,100,27,0
", ",308,602,5,26,0
Mountain ,319,602,106,26,0
View,432,602,56,26,0
", ",487,602,6,26,0
California,500,602,108,26,0
", ",608,602,5,26,0
94043,620,602,72,26,0
".
",689,602,8,26,0
"ATRICE
",1403,129,221,55,0
"STRICT
",1583,204,23,57,0
"Dep
",1345,320,39,20,0
"Easter
",1358,341,58,19,0
"art
",1580,325,28,10,0
")
",883,413,19,28,0
")
",881,449,22,28,0
")
",881,486,22,28,0
")
",884,523,18,28,0
Case ,965,477,61,75,0
No. ,1028,477,51,75,0
21,1104,477,64,75,0
-,1181,477,19,75,0
M,1203,477,56,75,0
-,1262,477,20,75,0
530 ,1285,477,113,76,0
(,1417,478,23,75,0
SCD,1440,478,145,75,0
")
",1587,478,23,75,0
")
",882,560,19,28,0
")
",882,596,18,28,0
WARRANT ,250,655,196,30,0
BY ,457,655,49,29,0
TELEPHONE ,517,655,230,29,0
OR ,759,655,53,29,0
OTHER ,823,655,133,29,0
RELIABLE ,966,655,190,29,0
ELECTRONIC ,1168,655,247,29,0
"MEANS
",1426,655,133,29,0
Any ,173,717,56,32,0
authorized ,238,717,133,31,0
law ,382,717,43,31,0
enforcement ,433,717,158,31,0
"officer
",597,717,86,31,0
District ,1058,809,99,24,0
"of
",1163,809,32,23,0
An ,171,772,43,34,0
application ,220,772,141,33,0
by ,369,772,33,33,0
a ,409,772,15,33,0
federal ,432,772,87,33,0
law ,528,772,45,33,0
enforcement ,580,772,159,33,0
officer ,746,772,85,33,0
or ,837,772,28,33,0
an ,872,772,30,33,0
attorney ,909,772,105,33,0
for ,1022,772,37,33,0
the ,1065,772,39,33,0
government ,1112,772,151,33,0
requests ,1272,772,102,33,0
the ,1381,772,39,33,0
search ,1429,772,79,33,0
and ,1516,772,46,33,0
"seizure
",1570,772,89,33,0
of ,70,809,31,33,0
the ,104,809,39,32,0
following ,153,809,123,32,0
person ,283,809,85,32,0
or ,376,809,27,32,0
property ,410,809,107,32,0
located ,526,809,91,32,0
in ,625,809,24,32,0
"the
",657,809,39,32,0
(,64,850,25,28,0
identify ,77,849,85,28,0
the ,159,849,39,28,0
person ,197,849,77,28,0
or ,280,849,24,28,0
describe ,308,849,90,28,0
the ,403,849,33,28,0
property ,440,849,93,28,0
to ,537,849,22,28,0
be ,564,849,26,28,0
searched ,594,849,98,28,0
and ,696,849,41,28,0
give ,740,849,45,28,0
its ,790,849,26,28,0
location,821,849,86,28,0
),902,849,15,28,0
":
",916,849,11,28,0
See ,94,891,62,24,0
Attachment ,150,891,150,23,0
"A
",303,891,25,23,0
I ,176,1094,7,33,0
find ,196,1094,47,33,0
that ,252,1094,48,33,0
the ,308,1094,38,33,0
affidavit,355,1094,108,33,0
(,462,1094,12,33,0
s,471,1094,13,33,0
),484,1094,10,33,0
", ",496,1094,7,33,0
or ,510,1094,27,33,0
any ,545,1094,45,33,0
recorded ,600,1094,110,33,0
testimony,717,1094,124,33,0
", ",842,1094,6,33,0
establish ,856,1094,111,33,0
probable ,975,1094,111,33,0
cause ,1093,1094,69,33,0
to ,1172,1094,23,33,0
search ,1203,1094,80,33,0
and ,1293,1094,44,33,0
seize ,1345,1094,64,33,0
the ,1416,1094,38,33,0
person ,1463,1094,85,33,0
or ,1555,1094,27,33,0
"property
",1588,1094,110,33,0
described ,69,1131,124,33,0
above,201,1131,75,33,0
", ",277,1131,5,33,0
and ,292,1131,46,33,0
that ,344,1131,50,33,0
such ,402,1131,56,33,0
search ,467,1131,79,33,0
will ,556,1131,48,33,0
reveal ,614,1131,76,33,0
(,695,1131,10,33,0
identify ,704,1131,79,33,0
the ,786,1131,34,33,0
person ,823,1131,75,33,0
or ,903,1131,25,33,0
describe ,932,1131,89,33,0
the ,1027,1131,32,33,0
property ,1064,1131,93,33,0
to ,1162,1131,22,33,0
be ,1188,1131,25,33,0
seized,1218,1131,68,33,0
),1278,1131,14,33,0
":
",1289,1131,11,33,0
See ,92,1174,57,25,0
Attachment ,149,1174,151,25,0
"B
",302,1174,23,25,0
"12-7-21
",1074,1396,123,24,0
YOU ,174,1415,69,27,0
ARE ,252,1415,64,26,0
COMMANDED ,327,1415,217,26,0
to ,553,1415,24,26,0
execute ,585,1415,96,26,0
this ,691,1415,44,26,0
warrant ,744,1415,96,26,0
on ,848,1415,32,26,0
or ,888,1415,27,26,0
"before
",920,1415,82,26,0
(,1417,1420,28,28,0
not ,1427,1419,40,28,0
to ,1466,1419,28,28,0
exceed ,1495,1419,76,28,0
14 ,1574,1419,30,28,0
days,1603,1419,54,28,0
")
",1651,1419,12,28,0
in ,177,1458,23,31,0
the ,208,1458,39,31,0
daytime ,253,1458,104,31,0
6:00 ,363,1458,58,31,0
a.m. ,429,1458,52,31,0
to ,489,1458,27,31,0
10:00 ,526,1458,69,31,0
p.m. ,604,1458,52,31,0
[,710,1455,10,33,0
X ,715,1454,18,33,0
at ,740,1454,22,33,0
any ,771,1454,44,33,0
time ,825,1454,54,33,0
in ,890,1454,22,33,0
the ,920,1454,38,33,0
day ,967,1454,45,33,0
or ,1020,1454,28,33,0
night ,1056,1454,64,33,0
because ,1128,1454,99,33,0
good ,1235,1454,64,33,0
cause ,1307,1454,70,33,0
has ,1384,1454,41,33,0
been ,1434,1454,59,33,0
established,1501,1454,143,33,0
".
",1644,1454,6,33,0
Unless ,170,1531,88,34,0
delayed ,266,1531,100,33,0
notice ,374,1531,77,33,0
is ,460,1531,20,33,0
authorized ,488,1531,134,33,0
below,629,1531,78,33,0
", ",707,1531,7,33,0
you ,721,1531,48,33,0
must ,777,1531,62,33,0
give ,847,1531,54,33,0
a ,910,1531,13,33,0
copy ,931,1531,62,33,0
of ,1000,1531,31,33,0
the ,1034,1531,40,33,0
warrant ,1081,1531,97,33,0
and ,1186,1531,45,33,0
a ,1239,1531,14,33,0
receipt ,1260,1531,87,33,0
for ,1356,1531,37,33,0
the ,1400,1531,37,33,0
property ,1446,1530,106,33,0
taken ,1560,1530,70,33,0
to ,1637,1530,26,33,0
"the
",1670,1530,39,33,0
person ,67,1567,87,35,0
from ,162,1567,61,34,0
whom,227,1567,83,34,0
", ",311,1567,6,34,0
or ,326,1567,26,34,0
from ,361,1567,60,34,0
whose ,429,1567,80,34,0
premises,518,1567,112,34,0
", ",631,1567,6,34,0
the ,646,1567,38,34,0
property ,693,1567,105,34,0
was ,808,1567,48,34,0
taken,865,1567,68,34,0
", ",933,1567,6,34,0
or ,948,1567,28,34,0
leave ,983,1567,66,34,0
the ,1057,1567,39,34,0
copy ,1103,1567,62,34,0
and ,1173,1567,46,34,0
receipt ,1227,1567,86,34,0
at ,1321,1567,23,34,0
the ,1351,1566,39,34,0
place ,1398,1566,66,34,0
where ,1471,1566,79,34,0
"the
",1556,1566,40,34,0
property ,66,1607,111,33,0
was ,183,1607,51,32,0
taken,241,1607,70,32,0
".
",312,1607,6,32,0
The ,172,1657,51,34,0
officer ,230,1657,85,33,0
executing ,322,1657,124,33,0
this ,452,1657,47,33,0
warrant,507,1657,97,33,0
", ",605,1657,6,33,0
or ,619,1657,28,33,0
an ,654,1657,30,33,0
officer ,691,1657,85,33,0
present ,784,1657,91,33,0
during ,883,1657,83,33,0
the ,973,1657,39,33,0
execution ,1018,1656,125,34,0
of ,1150,1656,30,33,0
the ,1183,1656,39,33,0
warrant,1231,1656,96,33,0
", ",1328,1656,6,33,0
must ,1344,1656,61,33,0
prepare ,1412,1656,93,33,0
an ,1514,1656,29,33,0
"inventory
",1553,1656,121,33,0
as ,68,1694,26,34,0
required ,104,1694,105,33,0
by ,216,1694,32,33,0
law ,258,1694,45,33,0
and ,310,1694,46,33,0
promptly ,365,1694,114,33,0
return ,489,1694,74,33,0
this ,571,1694,45,33,0
warrant ,626,1694,96,33,0
and ,729,1693,45,34,0
inventory ,784,1693,120,33,0
"to
",913,1693,24,33,0
Hon,1180,1689,61,30,0
. ,1236,1689,6,29,0
Stephen ,1249,1689,119,29,0
C. ,1364,1689,28,29,0
"Dries
",1402,1689,67,29,0
(,1145,1730,26,27,0
United ,1158,1730,77,27,0
States ,1234,1730,66,27,0
Magistrate ,1301,1730,118,27,0
Judge,1423,1730,67,27,0
")
",1482,1730,15,27,0
Pursuant ,177,1783,108,33,0
to ,294,1783,23,32,0
18 ,329,1783,28,32,0
U.S.C. ,365,1783,83,32,0
§ ,461,1783,11,32,0
3103a,481,1783,79,32,0
(,559,1783,10,32,0
b,569,1783,17,32,0
),585,1783,10,32,0
", ",596,1783,6,32,0
I ,613,1783,9,32,0
find ,632,1783,50,32,0
that ,689,1783,48,32,0
immediate ,747,1783,130,32,0
notification ,886,1783,145,32,0
may ,1039,1783,55,32,0
have ,1101,1783,60,32,0
an ,1168,1783,31,32,0
adverse ,1206,1782,96,33,0
result ,1311,1782,71,32,0
listed ,1391,1782,66,32,0
in ,1467,1782,23,32,0
18 ,1501,1782,28,32,0
"U.S.C.
",1537,1782,84,32,0
§ ,73,1821,11,34,0
2705 ,91,1820,64,34,0
(,165,1820,9,34,0
except ,174,1820,83,34,0
for ,267,1820,35,34,0
delay ,310,1820,70,34,0
of ,388,1820,30,34,0
trial,421,1820,51,34,0
),472,1820,10,34,0
", ",483,1820,6,34,0
and ,499,1820,45,34,0
authorize ,552,1820,118,34,0
the ,677,1820,40,34,0
officer ,724,1820,85,34,0
executing ,816,1819,123,34,0
this ,946,1819,47,34,0
warrant ,1001,1819,96,34,0
to ,1105,1819,25,34,0
delay ,1137,1819,69,34,0
notice ,1214,1819,78,34,0
to ,1298,1819,26,34,0
the ,1331,1819,39,34,0
person ,1379,1819,83,34,0
who,1469,1819,54,34,0
", ",1525,1819,7,34,0
or ,1540,1818,28,34,0
"whose
",1573,1818,83,34,0
property,68,1858,110,36,0
", ",176,1858,7,35,0
will ,190,1858,51,35,0
be ,248,1858,32,35,0
searched ,288,1858,111,35,0
or ,407,1858,26,35,0
seized ,441,1858,80,35,0
(,527,1858,12,35,0
check ,535,1857,60,36,0
the ,601,1857,32,35,0
appropriate ,639,1857,126,35,0
box,767,1857,43,35,0
")
",801,1857,15,35,0
"for
",178,1904,34,20,0
days ,299,1897,62,35,0
(,365,1897,13,34,0
not ,375,1897,34,34,0
to ,414,1897,23,34,0
exceed ,442,1897,73,34,0
30,521,1897,25,34,0
) ,543,1897,9,34,0
until,631,1897,57,34,0
", ",690,1897,5,34,0
the ,705,1897,38,34,0
facts ,752,1897,56,34,0
justifying,815,1897,126,34,0
", ",940,1897,7,34,0
the ,955,1897,39,34,0
later ,1005,1897,54,34,0
specific ,1065,1897,99,34,0
date ,1170,1897,54,34,0
"of
",1231,1897,34,34,0
11-23-21.10,440,1986,198,28,0
:,641,1986,7,27,0
10 ,649,1986,37,27,0
"am
",696,1986,45,27,0
Date ,66,2010,63,26,0
and ,136,2010,47,25,0
time ,190,2010,57,25,0
issued,257,2010,78,25,0
":
",335,2010,7,25,0
City ,65,2109,59,32,0
and ,130,2109,49,31,0
state,185,2109,59,31,0
: ,244,2109,6,31,0
Milwaukee,282,2108,138,32,0
", ",419,2108,6,31,0
"WI
",430,2108,37,31,0
Stisken ,1133,1930,189,106,0
C. ,1351,1930,56,105,0
"Dai
",1426,1930,100,105,0
Judge's ,1238,2041,86,27,0
"signature
",1328,2041,100,26,0
Hon,1024,2103,59,29,0
. ,1080,2103,6,28,0
Stephen ,1094,2103,117,28,0
C. ,1209,2103,27,28,0
Dries,1247,2103,67,28,0
", ",1316,2103,5,28,0
U.S. ,1329,2103,54,28,0
Magistrate ,1393,2103,135,28,0
"Judge
",1535,2103,84,28,0
Printed ,1215,2138,85,22,0
name ,1302,2138,58,21,0
and ,1365,2138,42,21,0
"title
",1409,2138,43,21,0
Case ,326,2176,91,39,0
2,418,2176,24,38,0
:,435,2176,10,38,0
21,447,2176,42,38,0
-,485,2176,11,38,0
mj,498,2176,36,38,0
-,532,2176,15,38,0
00530,540,2176,103,38,0
-,643,2176,9,38,0
SCD ,653,2176,73,38,0
Filed ,776,2176,72,38,0
12/22/21 ,858,2176,134,38,0
Page ,1040,2176,82,38,0
1 ,1130,2176,21,38,0
of ,1158,2176,34,38,0
6 ,1196,2176,24,38,0
Document ,1264,2175,157,39,0
"2
",1431,2175,22,38,0
GOOGLE ,629,221,154,28,1
LLC ,792,221,67,28,1
ATTACHMENT ,868,221,260,28,1
"A
",1139,221,22,28,1
Property ,707,332,134,35,1
to ,850,332,31,34,1
Be ,890,332,39,34,1
"Searched
",938,331,143,35,1
This ,323,444,68,38,1
warrant ,398,444,124,37,1
applies ,529,444,110,37,1
to ,648,444,31,37,1
information ,687,444,182,37,1
associated ,877,444,157,37,1
with ,1042,444,70,37,1
olewis8425@gmail.com,1121,444,351,37,1
", ",1472,444,8,37,1
"an
",1491,444,36,37,1
email ,223,528,80,40,1
account ,314,528,119,39,1
that ,443,528,58,39,1
is ,510,528,23,39,1
stored ,542,528,96,39,1
at ,648,528,28,39,1
premises ,685,528,136,39,1
owned,830,528,105,39,1
", ",935,528,9,39,1
maintained,953,528,173,39,1
", ",1125,528,9,39,1
controlled,1142,528,157,39,1
", ",1298,528,8,39,1
or ,1315,528,34,39,1
operated ,1357,528,134,39,1
"by
",1497,528,41,39,1
Google ,216,614,121,41,1
LLC ,340,614,67,40,1
(,412,614,16,40,1
"""",428,614,13,40,1
Google,442,614,112,40,1
"""",553,614,13,40,1
),567,614,13,40,1
", ",580,614,9,40,1
an ,599,614,37,40,1
electronic ,644,614,149,40,1
service ,801,614,107,40,1
provider ,915,614,135,40,1
headquartered ,1057,613,224,41,1
at ,1290,613,29,40,1
"1600
",1327,613,70,40,1
Amphitheater ,216,701,220,39,1
Parkway,443,701,136,38,1
", ",579,701,9,38,1
Mountain ,596,701,153,38,1
View,755,700,82,39,1
", ",836,700,9,38,1
California,852,700,154,38,1
".
",1009,700,8,38,1
Case ,328,2175,100,40,1
2,421,2175,25,39,1
:,442,2175,10,39,1
21,450,2175,45,39,1
-,482,2175,17,39,1
mj,500,2175,34,39,1
-,532,2175,17,39,1
00530,546,2175,100,39,1
-,646,2175,9,39,1
SCD ,655,2175,73,39,1
Filed ,779,2175,71,39,1
12/22/21 ,861,2174,133,40,1
Page ,1042,2174,83,39,1
3 ,1130,2174,24,39,1
of ,1161,2174,32,39,1
